Cadastro de Entidades Privadas Sem Fins Lucrativos Impedidas;CEPIM
Sistema Eletrônico de Prevenção de Conflitos de Interesses;SeCI
Cadastro de Expulsões da Administração Federal;CEAF
Programa de Formação Continuada em Ouvidoria;PROFOCO
Programa de Fortalecimento das Ouvidorias;PROFORT
Auditor Federal de Finanças e Controle;AFC;AFCs;Analistas em Finanças e Controle;Analista em Finanças e Controle;analista;carreiras públicas;agente público;agente administrativo;atribuições do cargo;atribuições;Analista de Finança e Controle;Analista de Finanças e Controle
Controle de Atividades Financeiras;COAF
Relatório de Pedido de Informação;Relatórios Pedido Informação;Relatório de Pedidos de Informação;Relatório de Pedidos de Informações;Relatório de Recursos;recursos em terceira instância;relatório geral estatístico;relatório estatístico;tramitação fora do prazo;tempo médio de resposta;tempo de resposta;CMRI;Súmulas;súmula;Resoluções;resolução
Analistas de Finanças e Controle
Técnicos de Finanças e Controle
pessoas expostas politicamente;PEP's;PEPs;PEPS;pessoas politicamente expostas;pep
portal de Acesso à Informação;portal Acesso à Informação
Programa Brasil Transparente;Escala Brasil Transparente;Brasil Transparente;escala;pontuação;ranking
implantação do teletrabalho;programa de gestão por demandas;programa de gestão por demanda;PGD
Concurso de Boas Práticas
Política de Dados Abertos;dados abertos
não protegida por sigilo
pedidos de simplificação;simplifique
Programa de Fiscalização;Programa de Fiscalização dos Municípios
Diário Oficial da União;D.O.U.;DOU;Boletim Interno
perfil dos solicitantes;relatório de perfil;perfil
Pesquisas de Satisfação;Pesquisa de Satisfação
Portal de Transparência;portal;portal de transparência;site da transparência;grau de transparência;portais;portais de transparência
relatório de atividades;relatórios de atividades
simular a aposentadoria;simulação de aposentadoria;aposentadoria
edifício Darcy Ribeiro;CGU sede;edifício sede
existência de registro;existência de registros;existência de dados;existência de informações;existência de informação
execução orçamentária;orçamento
perguntas e respostas;Programa
Programas de Trabalho;motivação;plano;planejamento
acordo de cooperação;acordos de cooperação
efetuar uma denúncia;realizar uma denúncia
prorrogação de prazo;tempo maior;prazo
combate à corrupção
data de atualização;data;dias;dias corridos;dias úteis
e mail da ouvidoria
jornada de trabalho
locação de imóveis;imóveis;imóvel;sede;prédio
Programa Olho Vivo
supervisão técnica;supervisão;monitoramento
termos de parceria;termo de cooperação
download de dados;download;XML;CSV;formato;PDF;upload
parte interessada
programas sociais
recursos federais;verbas federais;recurso público;recurso;verbas;verba
recursos públicos;recurso público
alguma auditoria
banco de permuta;remoção;remoções
bolsas de estudo
Fundos de Pensão;Fundo de Pensão
ponto eletrônico;controle de frequência
reencaminhamento;atualização processual
superfaturamento;sobrepreço
cargos efetivos;cargos;cargos vagos;cargo;DAS;Direção e Assessoramento Superiores;Funções Comissionadas do Poder Executivo;FCPE;cargos comissionados;cargo comissionado;comissionado;vacância;vacâncias;exoneração;exonerações
domínio público;teletrabalho
formato digital;forma
banco de horas;horas de trabalho
desclassificar;desclassificado;desclassificados;desclassificadas;desclassificada
Descumprimento
folha de ponto
projeto de lei
TKK Engenharia
Bolsa Família;Programa Bolsa Família
como proceder;extrato
data de posse;datas de posse;data;dia
fundamentação;fundamento;motivo
órgão central
profissionais;servidores;profissionais;especialistas;mestres;doutores;área de formação
terceirizados;terceirizado
transferência;transferências;transferidos;passados;transferências federais
procedimento;procedimentos
capacitação;capacitações;cursos;formação
classificar;classificado;classificados;classificada;classificadas
estatística;estatísticas
ministérios
organograma;estrutura administrativa;estrutura
remuneração;salários;salário;Folha salarial;Folha de pagamento;PAGAMENTO
composição
concessões;concessão
municípios;cidades
quantidade;quantidades;quantitativo;simulação da aposentadoria
servidores;servidor;lista de servidores;número de funcionários;funcionários;servidores federais;férias;licenças;licença;listagem de servidores;listagem dos servidores
cadastrar;FAQ
cartilhas;cartilha
Ouvidoria;Ouvidorias
Pró Ética;selo pró ética;relatório de conformidade;programa de integridade
resultado;resultado anual
sugestões;sugestão
cadastro;canais;canal;meio;funções;função;papel;papeis;área;áreas
certidão;certificado;prova de regularidade;declaração;declaração de idoneidade;certidões;certidão emitida
concurso;concursado;concursados;resultado do concurso;concurso público;processo seletivo;seleção pública;concursar;concursos
consulta
contrato;contratos
convênio;convênios
créditos;crédito
despesas;despesa
receitas;receita
resposta;respostas
artigos;artigo;inciso;incisos
cedidos;requisitados;requisições de funcionários;requisição de funcionário;requisição;requisições;requisições de pessoal
compras
decisão;conclusão;decisões;pedido de reconsideração;omissões;omissão;posicionamento;posição;decisão públicada;publicação;sentença;decisão final;apontamentos
elogios;elogio
Engevix
memória;ata;memórias;atas
Ouvidor;ouvidores
pedidos;Busca de pedidos e respostas;Busca de pedidos;Busca de recursos;pedidos de informação já realizados;pedido de informação;pedido
repasse;Repasses Federais;repasses
agenda;tema;agenda da reunião;conteúdo do encontro
custos;custo;custo/benefício;benefício;custo financeiro
edital
multas;penalizações;multa;penalização;sanção;sanções;sanção pecuniária;sanções pecuniárias;penalidades;penalidade;medidas administrativas;medidas;medida
número
órgãos;atualização do processo;órgão
painel;paineis
pregão;pregão eletrônico;licitação;processo licitatório
ações;trabalhos;trabalho;atividades;atividade;iniciativa;iniciativas;trabalho de auditoria
anexo;anexos
e SIC;eSIC;SISTEMA ELETRÔNICO DO SERVIÇO DE INFORMAÇÃO AO CIDADÃO;sistema;sistemas;e-Sic livre;módulo;versão;portal E-SIC
gasto;déficit;gastos;gasta;investimentos
Login
norma;normas;leis;legislação;portaria;portarias;decreto;decretos;instrução normativa;instrução;normativa;MP;medida provisória;IN;exposições de motivos;base legal;legal
prazo;prazo legal;Contagem de prazos;Contagem de prazo;Contagem de tempo
vagas;vaga
valor;valores;fórmula;equação;cálculo;parametros;parâmetros;critérios;avaliação;repassados;repassado;avaliações;avaliações de transparência;avaliações referentes à transparência;avaliações do grau de transparência;indicadores;indicador;quota;quotas;cota;cotas;métrica;métricas;medidas;medida;ponto de função;pontos de funções;pontos;método;metodologia;montante;montantes;calcular
CEIS;Cadastro Nacional de Empresas Inidôneas e Suspensas;inexistência de registros impeditivos à contratação
CNEP;Cadastro Nacional das Empresas Punidas
link
meta;metas;objetivo;objetivos;metas anuais;meta anual;objetivos anuais;objetivo anual
ONG;ong;Organizações não governamentais;Organização não governamental;ongs;ONG
SIC;SIC físico;Serviço de Informação ao Cidadão;Serviço de Informações ao cidadão;Serviço de Informações aos cidadãos
